Date,Customer Name,Delarship,Year,Make,Model,KM,COLOR,Service Ready Time,Delivery Date,Day,Sales Rep,Type oF Payment,Licensing Instructions,,,,
"Tuesday, August 1, 2023",TIOS,Vancouver,2010,Toyota,GLE,15000,BLACK,15:00:00,18:00:00,"Friday, August 25, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Salvador,Vancouver,2012,Subaru,Prius,79900,BLACK,10:00:00,13:00:00,"Monday, August 28, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",vishun,Vancouver,2006,Honda,Pilot,69659,BLACK,11:00:00,11 AN,"Monday, August 28, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ESWARAN,Toronto,2020,Hyundai,Accent,47019,BLACK,12:00:00,15:00:00,"Monday, August 28, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Beverly,Vancouver,2022,Hyundai,5 Series,52498,WHITE,10:00:00,13:00:00,"Monday, August 28, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",ANDRES,Vancouver,2018,Honda,CR-V,65293,WHITE,11:00:00,2 PN,"Monday, August 28, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",TALWINDER,Vancouver,2012,BMW,4 Series,49929,BLUE,12:00:00,15:00:00,"Monday, August 28, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Nirmal,Vancouver,2013,BMW,5 Series,27425,GRAY,14:00:00,17:00:00,"Monday, August 28, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",KARAN,Vancouver,2018,Toyota,Pathfinder,65279,WHITE,8:00:00,11:00:00,"Tuesday, August 29, 2023",Lily Baker,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",AHMED,Toronto,2011,Toyota,Highlander,33722,WHITE,11:00:00,14:00:00,"Tuesday, August 29, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Tarik,Toronto,2013,Mercedes,GLA,60536,GRAY,9:00:00,12:00:00,"Tuesday, August 29, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ZAID,Toronto,2021,Ford,Malibu,50032,WHITE,10:00:00,13:00:00,"Tuesday, August 29, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Alaa,Toronto,2003,Hyundai,X3,36788,WHITE,11:00:00,14:00:00,"Tuesday, August 29, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",MANPREET,Vancouver,2000,Hyundai,Sonata,50960,BLUE,11:00:00,14:00:00,"Tuesday, August 29, 2023",Charlotte Adams,F,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",PALVINDER,Vancouver,2002,Chevrolet,Murano,83953,BLACK,8:00:00,11:00:00,"Tuesday, August 29, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Armaan Aziz,Vancouver,2002,Subaru,Malibu,92617,RED,14:00:00,17:00:00,"Tuesday, August 29, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Vitalii,Vancouver,2012,Hyundai,Passat,64401,SILVER,15:00:00,18:00:00,"Tuesday, August 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",RASHITE,Vancouver,2001,Mercedes,Highlander,50691,WHITE,15:00:00,18:00:00,"Tuesday, August 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",LISA,Toronto,2008,Hyundai,Prius,23406,BLUE,12:00:00,15:00:00,"Tuesday, August 29, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Harpreet Singh,Vancouver,2012,Volkswagen,Atlas,61043,GRAY,15:00:00,18:00:00,"Tuesday, August 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",samuel,Vancouver,2004,Hyundai,Tucson,61966,GRAY,16:00:00,19:00:00,"Tuesday, August 29, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",TAIMUR,Toronto,2004,Subaru,Impreza,65490,WHITE,8:00:00,11:00:00,"Wednesday, August 30, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Kim,Vancouver,2002,Toyota,Fusion,245785,BLACK,14:00:00,17:00:00,"Wednesday, August 30, 2023",Charlotte Adams,C,TEMP PLATES,,,,
"Tuesday, August 1, 2023",MADDIE,Alberta,2003,Subaru,Corolla,63367,GRAY,8:00:00,11:00:00,"Wednesday, August 30, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",moe,Vancouver,2012,Honda,Accord,41145,GRAY,9:00:00,12:00:00,"Wednesday, August 30, 2023",Charlotte Adams,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",JACOB,Vancouver,2004,Nissan,Murano,83281,BLUE,13:00:00,16:00:00,"Wednesday, August 30, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",mohmad,Alberta,2021,BMW,4 Series,136499,BLACK ,14:00:00,17:00:00,"Wednesday, August 30, 2023",Harper Wright,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Tobi,Vancouver,2004,Chevrolet,Jetta,27870,WHITE,14:00:00,17:00:00,"Wednesday, August 30, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",kartik,Vancouver,2021,Nissan,Atlas,40159,BLACK,16:00:00,19:00:00,"Wednesday, August 30, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",CAROLTA,Vancouver,2021,Subaru,Passat,80999,GRAY,20:00:00,23:00:00,"Thursday, August 31, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",DEBORA AND BOB ,Vancouver,2001,Ford,Outback,31889,GRAY,9:00:00,12:00:00,"Thursday, August 31, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ABDI,Vancouver,2019,Chevrolet,Camaro,57911,WHITE,9:00:00,12:00:00,"Thursday, August 31, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",shockar,Alberta,2015,Toyota,Prius,55269,GRAY,9:00:00,12:00:00,"Thursday, August 31, 2023",Jack Scott,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",Michael,Vancouver,2019,Volkswagen,Elantra,81427,WHITE,12:00:00,15:00:00,"Thursday, August 31, 2023",Liam Johnson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",VICOL ,Vancouver,2005,Ford,Murano,119304,BLUE,9:00:00,12:00:00,"Thursday, August 31, 2023",Jack Scott,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Bo,Vancouver,2001,Mercedes,5 Series,76256,WHITE,10:00:00,13:00:00,"Thursday, August 31, 2023",James Thompson,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",RON,Vancouver,2001,Hyundai,Accent,58215,BLUE,11:00:00,14:00:00,"Thursday, August 31, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",JATIN,Alberta,2016,Ford,Malibu,59272,BLACK,11:00:00,14:00:00,"Thursday, August 31, 2023",Henry Walker,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",ARAFAT,Alberta,2022,Toyota,Impreza,152151,BLACK,14:00:00,14:00:00,"Thursday, August 31, 2023",Jack Scott,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Manreet Kaur,Vancouver,2000,Chevrolet,Silverado,60539,BLACK,14:30:00,17:30:00,"Thursday, August 31, 2023",Sebastian King,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Rajat,Vancouver,2004,Mercedes,GLE,63856,BLACK,14:30:00,17:30:00,"Thursday, August 31, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Tuesday, August 1, 2023",Leon,Vancouver,2008,Ford,Fusion,139535,BLUE,15:00:00,18:00:00,"Thursday, August 31, 2023",Harper Wright,C,NEW PLATES,,,,
"Tuesday, August 1, 2023",OROTURO,Vancouver,2001,Volkswagen,WRX,47000,GRAY,15:00:00,18:00:00,"Thursday, August 31, 2023",Sebastian King,C,TRANSFER PLATES,,,,
"Tuesday, August 1, 2023",Akash,Toronto,2016,BMW,3 Series,52476,GRAY,10:00:00,13:00:00,"Thursday, August 31, 2023",Charlotte Adams,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",SIMON,Vancouver,2002,Mercedes,Camry,157000,BEIGE,11:00:00,14:00:00,"Tuesday, July 4, 2023",Henry Walker,C,TEMP PLATES,,,,
"Saturday, July 1, 2023",Hoda Yang,Alberta,2020,Nissan,Pathfinder,79700,RED,8:00:00,11:00:00,"Wednesday, July 5, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Hardik,Vancouver,2021,Toyota,Passat,123915,WHITE,9:00:00,12:00:00,"Wednesday, July 5, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",LLOYD,Toronto,2006,Honda,Civic,60843,BLUE,8:00:00,11:00:00,"Wednesday, July 5, 2023",Sebastian King,C,NEW PLATES,,,,
"Saturday, July 1, 2023",SHERIF,Vancouver,2010,Chevrolet,3 Series,63411,BLACK,10:00:00,13:00:00,"Wednesday, July 5, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",arshjot,Vancouver,2008,Chevrolet,Camaro,83640,RED,10:00:00,13:00:00,"Wednesday, July 5, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, July 1, 2023",sunrogu,Vancouver,2003,BMW,3 Series,63836,WHITE,12:00:00,15:00:00,"Wednesday, July 5, 2023",Harper Wright,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",MANPREET,Vancouver,2001,Chevrolet,E-Class,63277,GRAY,13:00:00,16:00:00,"Wednesday, July 5, 2023",James Thompson,C,NEW PLATES,,,,
"Saturday, July 1, 2023",ise,Vancouver,2023,Ford,Elantra,63300,BLUE,10:00:00,13:00:00,"Wednesday, July 5, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",ROBAT,Vancouver,2014,Subaru,Forester,99052,GRAY,13:00:00,16:00:00,"Wednesday, July 5, 2023",Lucas Clark,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",mari,Vancouver,2022,Honda,RAV4,55133,WHITE,14:00:00,17:00:00,"Wednesday, July 5, 2023",Sebastian King,C,NEW PLATES,,,,
"Saturday, July 1, 2023",PAUL,Toronto,2023,Hyundai,Santa Fe,30477,WHITE,15:00:00,18:00:00,"Wednesday, July 5, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Nour,Vancouver,2002,Subaru,Crosstrek,,BLUE,9:00:00,12:00:00,"Thursday, July 6, 2023",Lucas Clark,F,NEW PLATES,,,,
"Saturday, July 1, 2023",rabjeet,Alberta,2019,Mercedes,GLE,61830,BLACK,11:00:00,14:00:00,"Thursday, July 6, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",GERGO,Vancouver,2008,Hyundai,CR-V,51732,BLACK,12:00:00,15:00:00,"Thursday, July 6, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",SHAWN,Vancouver,2004,Subaru,Tucson,50000,WHITE,12:00:00,15:00:00,"Thursday, July 6, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",GINA,Vancouver,2012,Toyota,Prius,43588,WHITE,14:00:00,17:00:00,"Thursday, July 6, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",sherry,Vancouver,2013,Ford,Explorer,38899,GRAY,13:00:00,16:00:00,"Thursday, July 6, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",ELIZABETH,Toronto,2011,Toyota,RAV4,62724,WHITE,8:00:00,11:00:00,"Friday, July 7, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, July 1, 2023",KAHAN,Vancouver,2005,Mercedes,Tucson,37826,WHITE,9:00:00,12:00:00,"Friday, July 7, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Ugo,Vancouver,2006,Subaru,Impreza,21299,GRAY,10:00:00,13:00:00,"Friday, July 7, 2023",Charlotte Adams,C,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",riegel smith,Vancouver,2003,Ford,F-150,82546,GRAY,12:00:00,15:00:00,"Friday, July 7, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",SAMEER ,Vancouver,2017,Volkswagen,Tiguan,67180,GRAY,13:00:00,16:00:00,"Friday, July 7, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Simeon,Vancouver,2013,Honda,Civic,60784,WHITE,14:00:00,17:00:00,"Friday, July 7, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, July 1, 2023",ALA,Alberta,2003,Honda,Pilot,52125,BLACK,15:00:00,18:00:00,"Friday, July 7, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Mina,Vancouver,2001,Ford,Silverado,39440,BLACK,12:00:00,15:00:00,"Friday, July 7, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",Sutha,Vancouver,2018,Nissan,Santa Fe,96002,BLACK,15:00:00,18:00:00,"Friday, July 7, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",AHMED,Vancouver,2014,Honda,Fusion,56721,BLACK,8:00:00,11:00:00,"Monday, July 10, 2023",Charlotte Adams,C,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",shantel,Vancouver,2001,Honda,Civic,53552,BLACK,11:45:00,0:00:00,"Monday, July 10, 2023",Harper Wright,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Abhijeet,Vancouver,2003,Chevrolet,GLA,76008,BLACK,10:00:00,13:00:00,"Monday, July 10, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",namdee,Vancouver,2022,Ford,Mustang,45100,BLACK,11:00:00,14:00:00,"Monday, July 10, 2023",Sebastian King,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",KARAN,Vancouver,2010,Mercedes,E-Class,99052,BLACK,14:00:00,17:00:00,"Monday, July 10, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",GREG,Vancouver,2016,Hyundai,Fit,67180,GRAY,13:00:00,16:00:00,"Monday, July 10, 2023",Sebastian King,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Jasveer,Alberta,2013,Toyota,X5,118445,GRAY,15:00:00,18:00:00,"Monday, July 10, 2023",Henry Walker,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",SCOTT,Toronto,2021,Hyundai,Elantra,88544,BLACK,8:00:00,11:00:00,"Tuesday, July 11, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, July 1, 2023",GIOVANNI,Vancouver,2007,Honda,Accord,60437,GRAY,8:00:00,11:00:00,"Tuesday, July 11, 2023",Sebastian King,F,NEW PLATES,,,,
"Saturday, July 1, 2023",NODI,Vancouver,2020,Nissan,Pathfinder,24489,WHITE,8:00:00,11:00:00,"Tuesday, July 11, 2023",Charlotte Adams,C,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",Jaswinder,Vancouver,2004,Volkswagen,Atlas,65363,GRAY,9:00:00,12:00:00,"Tuesday, July 11, 2023",Sebastian King,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",Jerry,Vancouver,2007,Subaru,Impreza,53273,BLACK,10:00:00,13:00:00,"Tuesday, July 11, 2023",Lucas Clark,F,NEW PLATES,,,,
"Saturday, July 1, 2023",varsil,Vancouver,2002,Honda,Civic,67180,GRAY,13:00:00,16:00:00,"Tuesday, July 11, 2023",James Thompson,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Sohvil,Vancouver,2014,Toyota,Sonata,160986,GRAY,11:00:00,17:00:00,"Tuesday, July 11, 2023",Charlotte Adams,C,TEMP PLATES,,,,
"Saturday, July 1, 2023",DAVID,Vancouver,2021,Ford,4 Series,37880,WHITE,15:00:00,18:00:00,"Tuesday, July 11, 2023",James Thompson,C,NEW PLATES,,,,
"Saturday, July 1, 2023",RALF,Vancouver,2004,Toyota,Highlander,71187,WHITE,15:00:00,18:00:00,"Tuesday, July 11, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Ian,Vancouver,2001,Honda,CR-V,58259,BLACK,0:00:00,0:00:00,"Tuesday, July 11, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",GOIND,Vancouver,2016,Chevrolet,Accent,51525,BLUE ,8:00:00,11:00:00,"Wednesday, July 12, 2023",James Thompson,C,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",JASPREET,Vancouver,2021,Ford,4 Series,46053,WHITE,9:00:00,12:00:00,"Wednesday, July 12, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",KIAVASH,Toronto,2006,Chevrolet,3 Series,29469,WHITE,10:00:00,13:00:00,"Wednesday, July 12, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Jimil,Vancouver,2003,Toyota,Accord,70728,BLACK,10:00:00,13:00:00,"Wednesday, July 12, 2023",Harper Wright,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Rajkumar,Vancouver,2013,BMW,X5,37464,WHITE,13:00:00,16:00:00,"Wednesday, July 12, 2023",Liam Johnson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",STEVE,Vancouver,2018,Toyota,Corolla,121548,BLACK,14:00:00,17:00:00,"Wednesday, July 12, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",ERIC ,Vancouver,2017,Ford,Explorer,33228,GRAY,12:00:00,15:00:00,"Wednesday, July 12, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",OSAYUKI,Vancouver,2017,Chevrolet,E-Class,116000,SILVER,14:00:00,17:00:00,"Wednesday, July 12, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",FIFAL,Alberta,2017,Nissan,Explorer,31541,BLACK,15:00:00,18:00:00,"Wednesday, July 12, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",VICTOR ,Vancouver,2011,Hyundai,C-Class,33952,SILVER,15:00:00,18:00:00,"Wednesday, July 12, 2023",Liam Johnson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",SAMINA,Vancouver,2013,Chevrolet,Santa Fe,41693,BLACK,8:00:00,11:00:00,"Thursday, July 13, 2023",Lucas Clark,F,NEW PLATES,,,,
"Saturday, July 1, 2023",ANURAG,Vancouver,2005,BMW,GLE,103315,WHITE,12:00:00,15:00:00,"Thursday, July 13, 2023",Liam Johnson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",ALEEN,Toronto,2016,Honda,Tahoe,64119,SILVER,10:00:00,13:00:00,"Thursday, July 13, 2023",Lily Baker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Kevin,Vancouver,2021,Subaru,4 Series,74265,BLACK,11:00:00,14:00:00,"Thursday, July 13, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",GIL,Vancouver,2022,Toyota,Highlander,72143,BLACK,14:00:00,17:00:00,"Thursday, July 13, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",tedros,Vancouver,2005,Mercedes,F-150,46228,BLACK,15:00:00,18:00:00,"Thursday, July 13, 2023",Harper Wright,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Jonathan,Vancouver,2021,Mercedes,Murano,10192,GRAY,15:00:00,18:00:00,"Thursday, July 13, 2023",Lucas Clark,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Mandeep,Vancouver,2018,Hyundai,Tiguan,72496,BLACK,15:00:00,18:00:00,"Thursday, July 13, 2023",Lily Baker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",NATHAN,Alberta,2021,Ford,Fusion,61234,SILVER,10:00:00,13:00:00,"Friday, July 14, 2023",Jack Scott,C,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",ZUIBER,Toronto,2000,Subaru,Highlander,55386,BLUE,10:00:00,13:00:00,"Friday, July 14, 2023",James Thompson,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",VIDIM,Vancouver,2016,Chevrolet,Malibu,86475,RED,12:00:00,15:00:00,"Friday, July 14, 2023",Jack Scott,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",mohammed,Vancouver,2014,Hyundai,Civic,91750,WHITE,13:00:00,16:00:00,"Friday, July 14, 2023",Charlotte Adams,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",Tim,Vancouver,2014,Nissan,Santa Fe,33323,WHITE,13:00:00,16:00:00,"Friday, July 14, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Youssuf,Vancouver,2023,Ford,Fusion,209000,WHITE,13:00:00,16:00:00,"Friday, July 14, 2023",James Thompson,C,TEMP PLATES,,,,
"Saturday, July 1, 2023",Francis,Vancouver,2007,Nissan,Sentra,55895,WHITE,14:00:00,17:00:00,"Friday, July 14, 2023",Lily Baker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",CLEMENT,Vancouver,2004,BMW,Forester,137640,WHITE,14:00:00,17:00:00,"Friday, July 14, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Mike,Toronto,2010,Chevrolet,S-Class,32480,BLACK,15:00:00,18:00:00,"Friday, July 14, 2023",Harper Wright,C,NEW PLATES,,,,
"Saturday, July 1, 2023",thanuja,Vancouver,2002,Volkswagen,E-Class,91460,BLUE,10:00:00,13:00:00,"Monday, July 17, 2023",Liam Johnson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",JASON WOOD,Vancouver,2009,Subaru,WRX,45114,SILVER,13:00:00,16:00:00,"Monday, July 17, 2023",Charlotte Adams,C,NEW PLATES,,,,
"Saturday, July 1, 2023",mike,Vancouver,2017,Hyundai,Accent,12256,Black,0:00:00,0:00:00,"Monday, July 17, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",JASKARAN,Toronto,2020,Toyota,RAV4,66715,BLACK,15:00:00,18:00:00,"Monday, July 17, 2023",Jack Scott,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Rick,Vancouver,2008,Hyundai,Santa Fe,61158,BLACK,15:00:00,18:00:00,"Monday, July 17, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",GASSER ,Vancouver,2004,Ford,F-150,63675,BLACK,10:00:00,13:00:00,"Tuesday, July 18, 2023",Lucas Clark,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",GODWIN,Vancouver,2017,Hyundai,Tucson,,,10:00:00,13:00:00,"Tuesday, July 18, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Parneet,Vancouver,2008,Subaru,Pathfinder,71162,BLUE,11:00:00,14:00:00,"Tuesday, July 18, 2023",Sebastian King,F,NEW PLATES,,,,
"Saturday, July 1, 2023",DEAN,Vancouver,2011,Nissan,Rogue,48763,BLACK,12:00:00,15:00:00,"Tuesday, July 18, 2023",Henry Walker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",NITHIN,Vancouver,2022,Hyundai,Corolla,38004,BLUE,12:00:00,15:00:00,"Tuesday, July 18, 2023",Lily Baker,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",AMAN,Vancouver,2003,Chevrolet,Camaro,67664,BLUE,12:00:00,15:00:00,"Tuesday, July 18, 2023",Lucas Clark,C,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",Lovekarn,Vancouver,2005,Nissan,GLE,89126,WHITE,14:00:00,17:00:00,"Tuesday, July 18, 2023",Sebastian King,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Sandeep,Vancouver,2000,Mercedes,3 Series,78722,BLACK,7:00:00,10:00:00,"Wednesday, July 19, 2023",Liam Johnson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Anirudh,Vancouver,2002,BMW,Tucson,60372,BLACK,8:00:00,11:00:00,"Wednesday, July 19, 2023",Henry Walker,C,NEW PLATES,,,,
"Saturday, July 1, 2023",GURCHET,Toronto,2003,Subaru,Rogue,60184,RED,9:00:00,12:00:00,"Wednesday, July 19, 2023",Harper Wright,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Satwinder ,Toronto,2014,BMW,Explorer,72307,BLACK,10:00:00,13:00:00,"Wednesday, July 19, 2023",Liam Johnson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",PAIGE,Toronto,2017,Subaru,WRX,52748,GREY,11:00:00,14:00:00,"Wednesday, July 19, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",manav,Vancouver,2002,Toyota,Corolla,43946,GREY ,11:00:00,14:00:00,"Wednesday, July 19, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",AMHED,Vancouver,2023,Volkswagen,Forester,242000,MAROON,11:00:00,14:00:00,"Wednesday, July 19, 2023",Henry Walker,C,TEMP PLATES,,,,
"Saturday, July 1, 2023",UMAR,Alberta,2015,Hyundai,Fusion,91413,BLACK,11:00:00,14:00:00,"Wednesday, July 19, 2023",Charlotte Adams,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",CARY,Vancouver,2021,Subaru,Rogue,60671,BLACK,12:00:00,15:00:00,"Wednesday, July 19, 2023",Lily Baker,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Gurlal,Vancouver,2000,Ford,Escape,51723,WHITE,13:00:00,16:00:00,"Wednesday, July 19, 2023",Harper Wright,F,NEW PLATES,,,,
"Saturday, July 1, 2023",YUNUS,Vancouver,2020,BMW,3 Series,33100,WHITE,12:00:00,15:00:00,"Thursday, July 20, 2023",Lily Baker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Cemal,Toronto,2012,Chevrolet,Camaro,52743,WHITE,9:00:00,12:00:00,"Thursday, July 20, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",archen,Toronto,2020,Ford,Impala,14658,WHITE,10:00:00,13:00:00,"Thursday, July 20, 2023",Sebastian King,C,NEW PLATES,,,,
"Saturday, July 1, 2023",tasha,Vancouver,2007,Subaru,Pilot,73298,GREY ,14:00:00,17:00:00,"Thursday, July 20, 2023",Harper Wright,C,NEW PLATES,,,,
"Saturday, July 1, 2023",Aryan,Alberta,2015,Nissan,Accent,69743,RED,12:00:00,15:00:00,"Thursday, July 20, 2023",Charlotte Adams,F,NEW PLATES,,,,
"Saturday, July 1, 2023",anya,Vancouver,2006,Nissan,Murano,69743,BLACK,14:00:00,17:00:00,"Thursday, July 20, 2023",Liam Johnson,F,TRANSFER PLATES,,,,
"Saturday, July 1, 2023",tang,Vancouver,2007,Nissan,Accent,28516,BLUE,15:00:00,18:00:00,"Thursday, July 20, 2023",Lily Baker,F,NEW PLATES,,,,
"Saturday, July 1, 2023",ANSHI,Toronto,2014,Subaru,Impreza,98425,BLACK,12:00:00,15:00:00,"Friday, July 21, 2023",James Thompson,F,NEW PLATES,,,,
"Saturday, July 1, 2023",Wojtek,Toronto,2021,Chevrolet,Mustang,23573,RED,8:00:00,11:00:00,"Friday, July 21, 2023",Lucas Clark,C,NEW PLATES,,,,
"Saturday, July 1, 2023",ANTONIO,Toronto,2010,Volkswagen,Golf,65066,GREY,9:00:00,12:00:00,"Friday, July 21, 2023",Lucas Clark,C,NEW PLATES,,,,
